"Hull","Name","Name (Hull)","Ship Alt Title","Ship Type","Class","UIC","Status","Fleet","Date Status Last Changed","Homeport","Maintenance Category","Berth","Force","Builder","Award Date","Commission Date","Keel Date","Inactivation Date","Launch Date","Decommission Date","Delivery Date","InService Date","Out Service Date","Stricken Date","Overall Length","Waterline Length","Extreme Beam","Waterline Beam","Max Navigational Draft","Draft Limit","Light Displacement","Full Displacement","Dead Weight","Hull Material","No. of Propellers","No. of Waterjets","Propulsion Type","Accommodations Officers","Accommodations Enlisted","Custodian","Planning Yard","Nuclear Planning Yard","Ships Program Manager","Comments","Last Updated"
"AK 251","LT GEORGE W G BOYCE","LT GEORGE W G BOYCE (AK 251)","(ex - MCV 852)","CARGO SHIP","AK 251","01888","Disposed of by MARAD sale","","10/01/1974","","","","","","04/01/1945","","07/13/1945","","09/19/1945","","10/15/1945","","","07/15/1973","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","02/16/2011"
"AK 252","LT ROBERT CRAIG","LT ROBERT CRAIG (AK 252)","(ex - MCV 811)","CARGO SHIP","AK 251","01902","Disposed of by MARAD sale","","12/26/1973","","","","","","03/01/1945","","06/21/1945","","08/28/1945","","09/27/1945","","","06/15/1973","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","02/13/2003"
"YOG 107","LT THOMAS W FOWLER","LT THOMAS W FOWLER (YOG 107)","(ex - YO 244)","GASOLINE BARGE (S-P)","YOG 107","10744","Disposed of in support of Fleet training exercise","","07/01/1976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","","02/16/2011"
"AK 5089","LTC CALVIN P TITUS","LTC CALVIN P TITUS (AK 5089)","","CARGO SHIP","AK 5089","","Disposed of by return to owner","","06/01/2003","","","","","","","","","","","","","","","","652 ft","","105 ft","","33 ft","","","48012 tons","","","","","","","","","","","","AK-5089 WAS ONE OF THE MILITARY SEALIFT COMMANDS CONTAINER SHIPS AND WAS PART OF THE PREPOSITIONING PROGRAM.","02/16/2011"
"AK 4496","LTC JOHN U D PAGE","LTC JOHN U D PAGE (AK 4496)","(ex - AMERICAN UTAH, IRENE D, UTAH, NEWARK BAY)","CARGO SHIP","AK 4496","23376","Disposed of by return to owner","","07/18/2006","","","","","","","","","","","","","","","","950 ft","915 ft","106 ft","","35 ft","","","74500 tons","","Steel hull, steel superstructure.","","","","","","","","","","","02/16/2011"
"AK 4543","LTC JOHN U D PAGE","LTC JOHN U D PAGE (AK 4543)","","CARGO SHIP","AK 4496","23423","Special, chartered by MSC, listed here as part of the U.S. Navy Ship Forces.","","07/18/2006","","","","Strategic Sealift Force","","","","","","","","","","","","950 ft","915 ft","106 ft","","35 ft","","","74500 tons","","Steel hull, steel superstructure.","","","","","","","","","","","02/16/2011"
"DDG 38","LUCE","LUCE (DDG 38)","(ex - DL 7, DLG 7)","GUIDED MISSILE DESTROYER","DDG 37","52232","Disposed of by Dismantling (Scrapping/Recycling)","","06/17/2005","","","","","BETHLEHEM STL/QCY","01/27/1956","05/20/1961","10/01/1957","","12/11/1958","04/01/1991","05/11/1961","","","11/20/1992","","","","","","","","","","","","","Steam Turbines","","","","","","","","12/12/2017"
"MSO 458","LUCID","LUCID (MSO 458)","(ex - AM 458)","MINESWEEPER,OCEAN","MSO 422","07988","Disposed of, by Navy Sale","","11/01/1976","","","","","Higgins Inc.","","","03/16/1953","","11/14/1953","","","","","05/15/1976","172 ft","","35 ft","","12 ft","","","775 tons","","","","","","8","70","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","ON 13 JUN 05 THE MSO-458 WAS DONATED TO THE SAVE AN MSO FOUNDATION.","04/25/2006"
"AO 209","LUCY STONE","LUCY STONE (AO 209)","","FLEET REPLENISHMENT OILER","AO 205","29996","Authorized, for US Navy construction","","06/30/2016","","","","","General Dynamics, National Steel & Shipbuilding Corp.","06/30/2016","","","","","","","","","","746 ft","707 ft","106 ft","","36 ft","","","48927 tons","","Steel hull, steel superstructure.","2","","Medium Speed Diesels","","","","","","PMS 325","","09/20/2022"
"ATF 156","LUISENO","LUISENO (ATF 156)","(ex - AT 156)","FLEET OCEAN TUG","ATF 148","07156","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","07/01/1975","","","","","","","","","","","","","","","07/01/1975","","","","","","","","","","","","","","","","ARGENTINA","","","","","12/17/2001"
"DD 729","LYMAN K SWENSON","LYMAN K SWENSON (DD 729)","","DESTROYER","DD 692","04329","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","04/01/1974","","","","","","","","","","","","","","","02/01/1974","","","","","","","","","","","","","","","","TAIWAN","","","","","02/16/2011"
"AGOR 7","LYNCH","LYNCH (AGOR 7)","","OCEANOGRAPHIC RESEARCH SHIP","AGOR 3","07174","Disposed of by Navy title transfer to the Maritime Administration","","12/23/1994","","","James River Reserve Fleet, Fort Eustis, VA","","MARINETTE MFG CO","12/13/1961","","09/07/1962","","03/17/1964","","07/23/1965","","","","","","","","","","","","","","","","Diesel Electric","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","AGOR-7 COMPLETELY SCRAPPED (DISMANTLED) AS OF 11/29/01 AT D&D STEEL CO, BROWNSVILLE, TX.","06/24/1998"
"DDG 8","LYNDE MCCORMICK","LYNDE MCCORMICK (DDG 8)","","GUIDED MISSILE DESTROYER","DDG 2","04674","Disposed of in support of Fleet training exercise","","02/24/2001","","","","","Defoe Shipbuilding Co.","03/28/1957","06/03/1961","04/04/1958","","07/28/1959","10/01/1991","05/29/1961","","","11/20/1992","437 ft","","","","","","3619 tons","","","Steel hull, aluminum superstructure.","2","","Steam Turbines","","","US NAVY","","","","","11/21/2012"
"DDG 1002","LYNDON B JOHNSON","LYNDON B JOHNSON (DDG 1002)","","GUIDED MISSILE DESTROYER","DDG 1000","41163","Under construction","","04/04/2012","","","","","Bath Iron Works Corp.","09/15/2011","","01/30/2017","","12/09/2018","","","","","","","","","","","","","","","","","","","","","","","","PMS 500","","10/14/2021"
"YF 328","LYNNHAVEN","LYNNHAVEN (YF 328)","","COVERED LIGHTER (S-P)","YF 269","18328","Disposed of in support of Fleet training exercise","","04/01/1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","","02/08/1999"
"DDG 39","MACDONOUGH","MACDONOUGH (DDG 39)","(ex - DL 8, DLG 8)","GUIDED MISSILE DESTROYER","DDG 37","52233","Disposed of by Dismantling (Scrapping/Recycling)","","09/15/2004","","","","","BETHLEHEM STL/QCY","01/27/1960","11/04/1961","04/15/1958","","07/09/1959","10/23/1992","10/27/1961","","","11/30/1992","","","","","","","","","","","","","Steam Turbines","","","","","","","","12/12/2017"
"AFDB 8","MACHINIST","DRY DOCK# 6 (AFDB 8)","","LARGE AUXILIARY FLOATING DRY DOCK (N-S-P)","","40810","Former, commercial name or private name (custodian code will show activity)","","12/01/1985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","AS OF 02SEP04 AFDB-8 WAS OWNED AND OPERATED BY GUAM INDUSTRIAL SERVICES, dba GUAM SHIPYARD.","01/01/1990"
"DE 358","MACK","MACK (DE 358)","","ESCORT SHIP","DE 339","53358","Disposed of, by Navy Sale","","05/01/1973","","","","","","","","","","","","","","","03/15/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"DD 614","MACKENZIE","MACKENZIE (DD 614)","","DESTROYER","DD 421","04014","Disposed of in support of Fleet training exercise","","06/01/1974","","","","","","","","","","","","","","","07/01/1971","","","","","","","","","","","","","","","","US NAVY","","","","","01/02/2002"
"SST 1","MACKERAL","MACKERAL (SST 1)","(ex - T 1)","TARGET AND TRAINING SUBMARINE","SST 1","05581","Disposed of in support of Fleet training exercise","","10/01/1978","","","","","General Dynamics Electric Boat","03/17/1951","","04/01/1952","","07/17/1953","","11/30/1953","","","","","","","","","","","","","","","","","","","US NAVY","","","","","12/05/2019"
"CA 132","MACON","MACON (CA 132)","","GUN CRUISER","CA 68","03632","Disposed of, by Navy Sale","","06/01/1973","","","","","","","","","","","","","","","11/01/1969","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"DD 731","MADDOX","MADDOX (DD 731)","","DESTROYER","DD 696","04331","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","07/01/1972","","","","","","","","","","","","","","","11/14/1969","","","","","","","","","","","","","","","","TAIWAN","","","","","01/02/2002"
"LST 905","MADERA COUNTY","MADERA COUNTY (LST 905)","","TANK LANDING SHIP","LST 542","50905","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","03/01/1980","","","","","","","","","","","","","","","09/15/1979","","","","","","","","","","","","","","","","PHILIPPINES","","","","","12/28/2001"
"YTM 180","MADOKAWANDO","MADOKAWANDO (YTM 180)","(ex - YTB 180)","MEDIUM HARBOR TUG (S-P)","YTM 138","13180","Disposed of by transfer to other Government Agencies, States. Schools, Sea Scouts, etc.","","01/01/1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","US ARMY","","","","","08/31/2001"
"ADG 9","MAGNET","MAGNET (ADG 9)","(ex - PCE 879, YDG 9)","DEGAUSSING SHIP","ADG 8","06379","Disposed of in support of Fleet training exercise","","02/01/1976","","","","","","","","","","","","","","","02/21/1975","","","","","","","","","","","","","","","","US NAVY","","","","","12/28/2001"
"LPA 199","MAGOFFIN","MAGOFFIN (LPA 199)","(ex - APA 199)","AMPHIBIOUS TRANSPORT","LPA 117","01499","Disposed of by MARAD exchange","","02/15/1980","","","","","","","","","","","","","","","09/01/1976","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","03/05/2007"
"DDG 42","MAHAN","MAHAN (DDG 42)","(ex - DLG 11)","GUIDED MISSILE DESTROYER","DDG 37","52236","Disposed of by Dismantling (Scrapping/Recycling)","","05/18/2004","","","","","Naval Shipyard San Francisco Bay","11/18/1955","08/25/1960","07/31/1957","","10/07/1959","06/15/1993","12/31/1960","","","06/15/1993","","","","","","","","","","","","","Steam Turbines","","","","","","","","12/12/2017"
"DDG 72","MAHAN","USS MAHAN (DDG 72)","","GUIDED MISSILE DESTROYER","DDG 51","21946","Active, in commission","U.S. ATLANTIC FLEET","02/14/1998","NORFOLK, VA","","","Battle Force","Bath Iron Works Corp.","04/08/1992","02/14/1998","08/17/1995","","06/29/1996","","08/22/1997","","","","505 ft","466 ft","66 ft","59 ft","32 ft","24 ft","6805 tons","8960 tons","2155 tons","Steel hull, steel superstructure.","2","","Gas Turbines","26","330","US NAVY","General Dynamics Bath Iron Works","","PMS 407","","08/26/2021"
"FFG 27","MAHLON S TISDALE","MAHLON S TISDALE (FFG 27)","","GUIDED MISSILE FRIGATE","FFG 7","21052","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","04/05/1999","","","","","Todd Shipyards Corp., Los Angeles Div.","01/23/1978","11/27/1982","03/19/1980","","02/07/1981","09/27/1996","10/22/1982","","","02/20/1998","445 ft","408 ft","47 ft","47 ft","25 ft","16 ft","3090 tons","3972 tons","882 tons","Steel hull, aluminum superstructure.","1","","Gas Turbines","17","198","TURKEY","","","","","02/16/2011"
"YTM 519","MAHOA","MAHOA (YTM 519)","(ex - YTB 519)","MEDIUM HARBOR TUG (S-P)","YTM 518","12719","Disposed of in support of Fleet training exercise","","04/01/1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","","08/29/2000"
"ATA 196","MAHOPAC","MAHOPAC (ATA 196)","(ex - ATR 123)","AUXILIARY OCEAN TUG","ATA 174","08123","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","05/01/1976","","","","","","","","","","","","","","","04/15/1976","","","","","","","","","","","","","","","","TAIWAN","","","","","12/28/2001"
"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"BB 10","MAINE","MAINE (BB 10)","(ex - BATTLESHIP #10)","BATTLESHIP","BB 10","","Disposed of, sold for scrapping","","01/26/1922","","","","","Cramp, Wm. & Sons Ship & Engine Co.","10/01/1898","12/29/1902","02/15/1899","","07/27/1901","05/15/1920","12/29/1902","","","","394 ft","388 ft","72 ft","","26 ft","","12500 tons","13500 tons","1000 tons","Steel hull, steel superstructure.","2","","Vertical Triple Expansion (VTE) Reciprocating Engines","53","964","","","","","IN ACCORDANCE WITH TERMS OF THE WASHINGTON TREATY LIMITING NAVAL ARMAMENTS SHE WAS SOLD FOR SCRAP. MAINE WAS SOLD TO JOSEPH G. HITNER AND WILLIAM F. CUTLET OF PHILADELPHIA, PA","07/23/2002"
"BB 69","MAINE","MAINE (BB 69)","","BATTLESHIP","BB 67","","Hull number assigned, construction was stopped, directive to build cancelled","","07/21/1943","","","","","Naval Shipyard New York","09/09/1940","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","CONSTRUCTION SUSPENDED ON 5/20/1942 AND CONSTRUCTION CANCELLED ON 7/21/1943.","10/30/1998"
"SSBN 741","MAINE","USS MAINE (SSBN 741)","","BALLISTIC MISSILE SUBMARINE (NUCLEAR-POWERED)","SSBN 726","21826","Active, in commission","U.S. PACIFIC FLEET","07/29/1995","BANGOR, WA","","","Battle Force","General Dynamics Electric Boat","10/05/1988","07/29/1995","07/03/1990","","07/16/1994","","06/21/1995","","","","560 ft","","42 ft","","38 ft","","16600 tons","18700 tons","2100 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","13","140","US NAVY","General Dynamics Electric Boat","General Dynamics Electric Boat","PMS 392","","12/05/2019"
"AK 4396","MAJ BERNARD F FISHER","MAJ BERNARD F FISHER (AK 4396)","","CARGO SHIP","AK 4396","23276","Special, chartered by MSC, listed here as part of the U.S. Navy Ship Forces.","","09/09/1999","","","","Strategic Sealift Force","","","","","","","","","","","","652 ft","","105 ft","","34 ft","","","","","","","","","","","","","","","","02/16/2011"
"T-AK 3007","MAJ STEPHEN W PLESS","USNS MAJ STEPHEN W PLESS (T-AK 3007)","(ex - CHARLES CARROLL)","CARGO SHIP","AK 3005","21631","Military Sealift Command (MSC), in service, contract operated","U.S. ATLANTIC FLEET","01/15/2009","","","","Strategic Sealift Force","Pennsylvania Shipbuilding Co.","","","","","","","","","","","821 ft","","106 ft","","","34 ft","26539 tons","51612 tons","25073 tons","Steel hull, steel superstructure.","1","","Steam Turbines","15","26","MILITARY SEALIFT COMMAND","","","","","02/27/2020"
"DE 796","MAJOR","MAJOR (DE 796)","","ESCORT SHIP","DE 198","53796","Disposed of, by Navy Sale","","11/01/1973","","","","","","","","","","","","","","","12/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"LHD 8","MAKIN ISLAND","USS MAKIN ISLAND (LHD 8)","","AMPHIBIOUS ASSAULT SHIP (MULTI-PURPOSE)","LHD 1","23171","Active, in commission","U.S. PACIFIC FLEET","10/24/2009","SAN DIEGO, CA","","","Battle Force","Northrop Grumman Ship Systems Ingalls Operations","04/19/2002","10/24/2009","02/14/2004","","09/22/2006","","04/16/2009","","","","847 ft","778 ft","118 ft","106 ft","28 ft","28 ft","28176 tons","41684 tons","13508 tons","Steel hull, aluminum superstructure.","2","","Hybrid Gas Turbine-Electric","102","1102","US NAVY","Huntington Ingalls Industries - Ingalls Shipbuilding","","PMS 470","MAKIN ISLAND EARNED COMMISSION (SPECIAL) STATUS 26 JUN 09.","06/14/2021"
"AF 37","MALABAR","MALABAR (AF 37)","(ex - MC 2201)","STORE SHIP","AF 30","01577","Disposed of by MARAD sale","","07/27/1977","","","","","","04/10/1945","","07/17/1944","","09/17/1944","","02/24/1945","","","07/01/1974","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/17/2001"
"LCS 14","MANCHESTER","USS MANCHESTER (LCS 14)","","LITTORAL COMBAT SHIP","LCS","20095","Active, in commission","U.S. PACIFIC FLEET","05/26/2018","SAN DIEGO, CA","","","Battle Force","Austal USA","12/29/2010","05/26/2018","06/29/2015","","05/13/2016","","02/28/2018","","","","422 ft","387 ft","104 ft","102 ft","15 ft","15 ft","2377 tons","3228 tons","851 tons","All aluminum hull.","","4","Diesel - Gas Turbine","9","41","US NAVY","Huntington Ingalls Incorporated","","PMS 505","","06/09/2020"
"YTB 794","MANDAN","MANDAN (YTB 794)","","LARGE HARBOR TUG (S-P)","YTB 760","12615","Disposed of in support of Fleet training exercise","","04/27/2003","","","","","Marinette Marine Corp.","06/15/1967","","12/11/1967","","04/30/1968","","10/15/1968","","","01/05/2001","109 ft","107 ft","31 ft","29 ft","14 ft","13 ft","283 tons","356 tons","73 tons","Steel hull, steel superstructure.","1","","Diesel Engine","","12","","","","","","05/28/2003"
"YTB 779","MANHATTAN","MANHATTAN (YTB 779)","","LARGE HARBOR TUG (S-P)","YTB 760","12596","Reclassed, hull reclassed to - YT","","10/07/2008","","","","","Marinette Marine Corp.","01/31/1964","","10/01/1964","","07/15/1965","","12/01/1965","","","10/01/2004","109 ft","107 ft","31 ft","29 ft","14 ft","13 ft","283 tons","356 tons","73 tons","Steel hull, steel superstructure.","1","","Diesel Engine","","12","","","","","HULL DISPOSED ON 31AUG05. HULL REINSTATED AND RECLASSED TO YT 800 ON 07OCT08.","10/21/2008"
"YTB 782","MANISTEE","MANISTEE (YTB 782)","","LARGE HARBOR TUG (S-P)","YTB 760","12775","Disposed of, by Navy Sale","","07/29/2015","","","","","Marinette Marine Corp.","01/14/1965","","08/09/1965","","10/20/1965","","02/01/1966","","","08/29/2012","109 ft","107 ft","31 ft","29 ft","14 ft","13 ft","283 tons","356 tons","73 tons","Steel hull, steel superstructure.","1","","Diesel Engine","","12","","","","","","08/11/2015"
"LST 1180","MANITOWOC","MANITOWOC (LST 1180)","","TANK LANDING SHIP","LST 1179","20019","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","09/29/2000","","","","","Naval Shipyard Philadelphia","12/29/1965","01/24/1970","02/27/1967","","01/04/1969","06/30/1993","04/01/1970","","","07/23/2002","522 ft","500 ft","70 ft","70 ft","19 ft","19 ft","5219 tons","8833 tons","3614 tons","Steel hull, aluminum superstructure.","2","","Diesel Engines","14","244","TAIWAN","","","","","08/26/2002"
"YTM 734","MANKATO","MANKATO (YTM 734)","(ex - YTB 734)","MEDIUM HARBOR TUG (S-P)","YTM 734","14540","Disposed of in support of Fleet training exercise","","08/01/1979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","","08/30/2001"
"DD 74","MANLEY","MANLEY (DD 74)","(ex - DESTROYER NO. 74, DD 74, AG 28, APD 1)","DESTROYER","DD 69","","Disposed of by Dismantling (Scrapping/Recycling)","","11/26/1946","","","","","Bath Iron Works Corp.","12/30/1915","10/15/1917","08/22/1916","","08/23/1917","11/19/1945","10/15/1917","","","12/05/1945","316 ft","","31 ft","","8 ft","","","","","Steel hull, steel superstructure.","2","","","8","88","","","","","","12/12/2017"
"DD 940","MANLEY","MANLEY (DD 940)","","DESTROYER","DD 931","52199","Disposed of, by Navy Sale","","06/30/1994","","","","","Bath Iron Works Corp.","07/30/1954","01/25/1957","02/10/1955","","04/12/1956","03/04/1983","01/25/1957","","","06/01/1990","","","","","","","","","","","","","Steam Turbines","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/04/2001"
